85.3
82.4
79.9
67.0
66.1
77.5
63.4
65.4
62.6
64.7
65.4
75.1
60.3
61.9
59.5
57.5
72.1
64.5
63.0
61.4
54.3
62.1
60.0
55.8
59.9
57.9
69.1
63.6
61.1
58.9
60.0
58.0
60.6
58.2
66.2
52.6
58.5
62.9
57.0
51.1
57.8
56.2
54.2
59.9
55.4
63.3
57.4
56.8
48.2
55.8
49.5
51.0
54.7
45.7
60.3
53.8
54.5
57.0
52.4
53.7
50.3
52.9
46.5
43.2
53.8
41.1
52.9
47.7
43.8
51.7
51.7
60.9
49.2
50.7
50.8
41.4
49.9
44.8
58.0
53.4
50.0
39.3
55.5
60.1
49.0
47.9
41.8
45.9
38.0
47.1
47.2
59.1
57.7
46.4
39.4
50.0
48.4
56.4
45.5
42.7
37.5
44.7
57.8
36.3
55.6
51.7
56.3
43.8
45.5
40.0
53.8
43.2
35.1
54.6
42.3
37.5
55.4
40.8
46.7
40.3
42.7
54.3
48.2
38.1
40.1
53.3
43.6
37.9
49.9
52.1
51.9
40.8
51.2
44.9
50.2
51.1
38.0
50.2
46.3
41.7
35.8
49.0
47.9
47.9
47.0
38.6
34.4
47.1
42.9
46.1
35.9
44.2
45.0
44.0
43.4
33.9
39.6
42.4
32.5
41.5
36.6
40.7
31.2
39.9
34.0
38.9
37.5
36.8
34.6
